,Number,Locus,PPEE,PPDE,PostFC,RealFC,D1,D2,D3,L1,L2,L3,New Locus,Gene,Product,ProteinID,Start,End,Chrom,Relation
1560,1569,gene-ACX60_RS07975_ACX60_RS07975,0.95836782117122,0.0416321788287796,1.13755598349927,1.1387730664109201,54.7617253208932,71.4773417284029,76.2015017997561,41.7157695027366,67.112910810858,68.9384373221256,A1S_1963,(),recombination regulator RecX,WP_000476756.1,1695863,1696345,NZ_CP012004.1,Shared
1561,1570,gene-ACX60_RS07980_recA,0.157357509704766,0.842642490295234,1.2918194072340228,1.2918621551597271,4201.31956661892,4972.88713962503,4699.09261098496,3358.71538453463,4111.54885178099,3268.72250925475,A1S_1962,recA,recombinase RecA,WP_000344169.1,1696399,1697448,NZ_CP012004.1,Shared
1562,1571,gene-ACX60_RS07985_ACX60_RS07985,0.979257275334789,0.020742724665211,-1.14540406489711,-1.1458710888922,144.570954847158,184.649799465041,160.531163791486,181.165627554742,196.629054480935,183.402257781504,A1S_1961,(),S4 domain-containing protein,WP_000040959.1,1697594,1698034,NZ_CP012004.1,Shared
1563,1572,gene-ACX60_RS07990_ACX60_RS07990,,,1.5761334250777204,1.5779270683108317,257.015030839392,237.513250118339,302.773967151031,168.054957139596,170.725825746919,166.492829759096,A1S_1960,(),HAD-IA family hydrolase,WP_001045484.1,1698018,1698704,NZ_CP012004.1,Shared
1564,1573,gene-ACX60_RS07995_ACX60_RS07995,0.811822470940052,0.188177529059948,1.508058921881754,1.5111114000843082,146.761423859994,78.1783425154406,170.691364031454,88.1990555200718,105.967753911881,67.6377120896326,,(),YcgJ family protein,WP_000798362.1,1698877,1699236,NZ_CP012004.1,Shared
1565,1574,gene-ACX60_RS08000_ACX60_RS08000,0.865380829800227,0.134619170199773,1.3253878912359545,1.33013023130746,33.5871915301478,66.2654522273735,43.6888610318602,33.3726156021893,45.9193600284818,28.6159551148446,A1S_3748,(),hypothetical protein,WP_000525037.1,1699335,1699571,NZ_CP012004.1,Shared
1566,1575,gene-ACX60_RS08005_ACX60_RS08005,2.97863387399566e-07,0.999999702136613,2.062999203072008,2.074764736915454,99.3012619152196,87.8575658744952,107.698122543655,63.1695938184298,41.2096820768426,37.7210317422951,A1S_3747,(),hypothetical protein,WP_000689659.1,1699686,1699979,NZ_CP012004.1,Shared
1567,1576,gene-ACX60_RS08010_ACX60_RS08010,0.999990807585019,9.19241498071244e-06,1.1022615457045468,1.1032732301430455,65.7140703850718,55.8416732253147,53.8490612718277,65.553352075729,51.8064574680307,41.6232074397739,A1S_1959,(),GNAT family N-acetyltransferase,WP_000573229.1,1700031,1700567,NZ_CP012004.1,Shared
1568,1577,gene-ACX60_RS08015_ACX60_RS08015,1.0,9.07109672610011e-17,-1.36996148354078,-1.38189829362619,18.2539084402977,11.1683346450629,19.3043804559382,20.2619451870435,22.370970270286,24.7137794173658,A1S_1958,(),Lrp/AsnC family transcriptional regulator GigD,WP_001099948.1,1700614,1701063,NZ_CP012004.1,Shared
1569,1578,gene-ACX60_RS08020_kynU,0.999999999202711,7.97289063995054e-10,-2.00405649939766,-2.01898095169958,45.2696929319384,29.0376700771637,31.4966207438992,77.4721433622252,65.9354913229482,70.2391625546185,A1S_1957,kynU,kynureninase,WP_000632779.1,1701210,1702460,NZ_CP012004.1,Shared
1570,1579,gene-ACX60_RS08025_ACX60_RS08025,0.001727967475022,0.998272032524978,-1.9267005054084,-1.93963669168015,47.4601619447741,35.7386708642014,29.4645806959057,88.1990555200718,71.8225887624972,58.5326354621821,A1S_1956,(),amino acid permease,WP_000093795.1,1702501,1703907,NZ_CP012004.1,Shared
1571,1580,gene-ACX60_RS08030_ACX60_RS08030,0.819527400233548,0.180472599766452,-1.32845397657066,-1.33160023069599,60.6029760217884,55.8416732253147,47.7529411278472,96.5422094206191,63.5806523471286,58.5326354621821,A1S_1955,(),alpha/beta hydrolase,WP_005135157.1,1703915,1704661,NZ_CP012004.1,Shared
1572,1581,gene-ACX60_RS08035_ACX60_RS08035,,,1.7210525246771573,1.7229341221863888,318.348163198792,393.125379506216,327.158447726953,247.910858759121,237.838736557778,117.065270924364,A1S_1954,(),S8 family peptidase,WP_005135159.1,1705892,1707070,NZ_CP012004.1,Shared
1573,1582,gene-ACX60_RS08040_ACX60_RS08040,0.21643363259099,0.78356636740901,-1.38503343683151,-1.38716467768363,97.8409492399958,102.004123091575,84.3296619917301,120.379791993611,117.741948790979,156.087027899152,A1S_1953,(),SulP family inorganic anion transporter,WP_000957165.1,1707117,1708571,NZ_CP012004.1,Shared
1574,1583,gene-ACX60_RS08045_ACX60_RS08045,0.380423763082564,0.619576236917436,1.9310404084411592,1.9416116809892394,97.1107929023839,58.0753401543273,113.794242687636,53.6345607892328,58.8709743954895,26.0145046498587,A1S_1952,(),SOS response-associated peptidase family protein,WP_000332532.1,1708818,1709447,NZ_CP012004.1,Shared
1575,1584,gene-ACX60_RS08050_ACX60_RS08050,0.0,1.0,4.096673120319904,4.097937740824786,5001.57091264158,4890.24146325156,5893.93215920514,1626.91501060673,1680.17760924727,545.00387241454,A1S_1951,(),PQQ-dependent sugar dehydrogenase,WP_001032866.1,1709802,1711244,NZ_CP012004.1,Shared
1576,1585,gene-ACX60_RS08055_ACX60_RS08055,0.0001224373072257,0.999877562692774,6.921909588115687,6.935870875088477,1478.56658366412,992.492672124594,2157.0105109451,286.050990875908,284.935516074169,96.2536672044772,A1S_1950,(),universal stress protein,WP_000120225.1,1711299,1711742,NZ_CP012004.1,Shared
1577,1586,gene-ACX60_RS08060_ACX60_RS08060,,,1.7474388465974184,1.7479824725906177,1240.53561760263,1153.3166910135,1386.86733275556,752.075730177909,687.612980939317,723.203229266072,A1S_1949,(),GGDEF domain-containing protein,WP_000203149.1,1711868,1713961,NZ_CP012004.1,Shared
1578,1587,gene-ACX60_RS08065_ACX60_RS08065,0.923314240023403,0.0766857599765974,1.1404022197650323,1.1410314202769778,102.952043603279,189.86168896607,107.698122543655,108.461000707115,105.967753911881,136.576149411758,,(),hypothetical protein,WP_001129188.1,1714569,1714784,NZ_CP012004.1,Shared
1579,1588,gene-ACX60_RS08070_ACX60_RS08070,0.272018228846456,0.727981771153544,1.367206440786934,1.3680148502086522,319.808475874016,288.887589485628,368.81526871082,250.29461701642,274.338740682981,189.905883943968,A1S_3746,(),MarR family transcriptional regulator,WP_000163427.1,1714975,1715439,NZ_CP012004.1,Shared
1580,1589,gene-ACX60_RS08075_ACX60_RS08075,0.698637932910287,0.301362067089713,-1.36059236099367,-1.36099395802596,522.791937730127,393.86993514922,495.817771710413,556.607553079372,546.322642390142,819.456896470549,A1S_1947,(),fructose-specific PTS transporter subunit EIIC,WP_001192464.1,1716107,1717825,NZ_CP012004.1,Shared
1581,1590,gene-ACX60_RS08080_pfkB,0.934531360710959,0.0654686392890414,-1.14331090562575,-1.14357335437287,322.729101224464,192.839911538087,343.414768110901,288.434749133208,329.677456614741,364.203065098022,A1S_1946,pfkB,1-phosphofructokinase,WP_001062809.1,1717812,1718759,NZ_CP012004.1,Shared
1582,1591,gene-ACX60_RS08085_ptsP,,,-1.49225125253594,-1.49254270893159,1030.98074870802,757.213088935268,868.69712051722,1232.40301902371,1276.32272489421,1456.81226039209,A1S_1945,ptsP,phosphoenolpyruvate--protein phosphotransferase,WP_000880350.1,1718774,1721632,NZ_CP012004.1,Shared
1583,1592,gene-ACX60_RS08090_ACX60_RS08090,0.641732595451351,0.358267404548649,-1.48598786321711,-1.48885509799643,100.031418252832,67.0100078703777,99.5699623516813,170.438715396895,147.177435988724,79.344239182069,A1S_1944,(),alpha/beta fold hydrolase,WP_000361720.1,1721857,1722717,NZ_CP012004.1,Shared
1584,1593,gene-ACX60_RS08095_ACX60_RS08095,0.928653055763673,0.0713469442363272,-1.07658800720298,-1.07699920883243,109.523450641786,62.5426740123525,120.906382855613,139.449858052005,107.145173399791,68.9384373221256,A1S_1943,(),hypothetical protein,WP_049594887.1,1722855,1723310,NZ_CP012004.1,Shared
1585,1594,gene-ACX60_RS08100_ACX60_RS08100,0.924574720377497,0.0754252796225034,1.446062163666575,1.4465136883029963,847.711507967426,467.580943806635,932.706382029015,736.581301505464,540.435544950593,277.054474520995,,(),hypothetical protein,WP_000949688.1,1723344,1723589,NZ_CP012004.1,Shared
1586,1595,gene-ACX60_RS08105_ACX60_RS08105,0.89466193691141,0.10533806308859,1.2275282231326812,1.2276911061323794,980.599961412794,785.506203369427,931.690362005018,880.798676072068,779.451700996281,537.199521019582,A1S_1942,(),heme-binding protein,WP_000838057.1,1723849,1724268,NZ_CP012004.1,Shared
1587,1596,gene-ACX60_RS08110_brnQ,0.0,1.0,-2.6981287664791,-2.70002688199928,495.045996900874,490.662168739766,421.648309958651,1187.11161213502,1257.48401308766,1355.35569225764,A1S_1941,brnQ,branched-chain amino acid transport system II carrier protein,WP_001186685.1,1724460,1725761,NZ_CP012004.1,Shared
1588,1597,gene-ACX60_RS08115_map,0.17331713853495,0.82668286146505,1.4772359512655664,1.4777242006714741,812.664003762055,606.068293405416,853.456820157269,531.57809137773,553.387159317601,452.652380907541,A1S_1940,map,type I methionyl aminopeptidase,WP_001202782.1,1726114,1726908,NZ_CP012004.1,Shared
1589,1598,gene-ACX60_RS08120_ACX60_RS08120,0.961565430951456,0.0384345690485439,-1.05758324245814,-1.05767753161444,300.094254758495,403.549158508275,257.053066071177,315.847969092149,330.854876102651,369.405966027993,A1S_1939,(),LysR substrate-binding domain-containing protein,WP_000954520.1,1726961,1727863,NZ_CP012004.1,Shared
1590,1599,gene-ACX60_RS08125_ACX60_RS08125,0.768423543483868,0.231576456516132,-1.37886043685133,-1.38359823043743,39.4284422310431,33.5050039351888,52.8330412478309,50.058923403284,45.9193600284818,78.0435139495761,A1S_1938,(),hypothetical protein,WP_000121842.1,1728107,1728430,NZ_CP012004.1,Shared
1591,1600,gene-ACX60_RS08130_grxD,0.950554797594103,0.0494452024058968,-1.33621427578332,-1.33634921721138,1045.58387546025,1695.35319912056,1178.58322783623,1331.32898670162,1436.45177524994,2470.07721650408,A1S_1937,grxD,Grx4 family monothiol glutaredoxin,WP_000138830.1,1728477,1728818,NZ_CP012004.1,Shared
1592,1601,gene-ACX60_RS08135_ACX60_RS08135,0.90973052790676,0.0902694720932396,-1.30782051201186,-1.30822719258809,336.60207163909,449.711608374535,404.375969550706,415.965815898717,400.322625889328,741.413382520973,A1S_1936,(),aspartate aminotransferase family protein,WP_000129946.1,1729046,1730254,NZ_CP012004.1,Shared
1593,1602,gene-ACX60_RS08140_ACX60_RS08140,0.725138745627148,0.274861254372852,1.3509504153872887,1.351208557117989,968.187303673391,862.939990241864,1058.69286500461,881.990555200718,780.62912048419,476.065435092414,A1S_1935,(),CBS domain-containing protein,WP_000156920.1,1730303,1730734,NZ_CP012004.1,Shared
1594,1603,gene-ACX60_RS08145_ACX60_RS08145,0.859704650028362,0.140295349971638,1.479803060411409,1.4810912733840549,199.332680168051,426.630383441405,241.812765711226,195.468177098537,171.903245234829,218.521839058813,A1S_1934,(),DUF2750 domain-containing protein,WP_001087274.1,1730875,1731249,NZ_CP012004.1,Shared
1595,1604,gene-ACX60_RS08150_ACX60_RS08150,0.938244505718959,0.0617554942810413,1.2996747179040542,1.299859852527755,874.727292459067,1221.07125452688,1214.14392867611,1121.55826005929,951.35494623111,473.463984627428,A1S_1933,(),hypothetical protein,WP_000616034.1,1731585,1731818,NZ_CP012004.1,Shared
1596,1605,gene-ACX60_RS08155_ACX60_RS08155,0.0086351940869053,0.991364805913095,5.137115028205053,5.140283395788082,3823.09858373595,2016.25668125536,4719.4130114649,971.381489849439,926.629136985004,156.087027899152,A1S_1932,(),hypothetical protein,WP_000185571.1,1732034,1732393,NZ_CP012004.1,Shared
1597,1606,gene-ACX60_RS08160_ACX60_RS08160,0.0289369093342389,0.971063090665761,2.4795791975977926,2.4862935313415035,297.903785745659,192.095355895083,371.86332878281,139.449858052005,108.322592887701,98.8551176694631,A1S_1931,(),hypothetical protein,WP_000955083.1,1732494,1732820,NZ_CP012004.1,Shared
1598,1607,gene-ACX60_RS08165_ftsY,0.972043144387758,0.0279568556122418,1.0601203069662781,1.0601535691929291,971.838085361451,938.140110185288,1104.41376608447,921.322566446155,873.645260029064,1048.38453738931,A1S_1930,ftsY,signal recognition particle-docking protein FtsY,WP_001187342.1,1732928,1734034,NZ_CP012004.1,Shared
1599,1608,gene-ACX60_RS08170_ACX60_RS08170,0.0307336142094158,0.969266385790584,1.9926085297633744,1.993668968163527,1013.45699660533,719.240751142054,1202.96770841215,494.629838389592,536.903286486864,440.945853815105,A1S_1929,(),nitroreductase family protein,WP_000102943.1,1734222,1734818,NZ_CP012004.1,Shared
1600,1609,gene-ACX60_RS08175_ACX60_RS08175,0.926501916014465,0.0734980839855347,-1.32395985702587,-1.32538740695693,40.158598568655,268.040031481511,48.7689611518439,117.996033736312,74.1774277383168,280.956650218474,A1S_1928,(),DUF2057 domain-containing protein,WP_000175347.1,1735044,1735715,NZ_CP012004.1,Shared
1601,1610,gene-ACX60_RS08180_ACX60_RS08180,0.823295105780869,0.176704894219131,1.5337930512151536,1.5431756838217188,28.4760971668644,81.1565650874574,28.448560671909,35.7563738594886,21.1935507823762,32.5181308123234,A1S_1927,(),GNAT family N-acetyltransferase,WP_000593799.1,1735788,1736312,NZ_CP012004.1,Shared
1602,1611,gene-ACX60_RS08185_ACX60_RS08185,0.0271306792951707,0.972869320704829,7.440804067597069,7.460234235487705,707.52149114594,1990.94178939322,1191.79148814819,194.276297969888,254.322609388515,72.8406130196043,A1S_1926,(),cyd operon YbgE family protein,WP_085916945.1,1736325,1736624,NZ_CP012004.1,Shared
1603,1612,gene-ACX60_RS08190_cydX,0.288523117684187,0.711476882315813,6.55999958491229,13.80405848057494,0.730156337611909,14.8911128600839,1.01602002399675,0.0,1.17741948790979,0.0,,cydX,cytochrome bd-I oxidase subunit CydX,WP_000270276.1,1736625,1736726,NZ_CP012004.1,Shared
1604,1613,gene-ACX60_RS08195_cydB,0.0024571705856415,0.997542829414358,9.387506009784556,9.390402591371808,8674.98744716709,20875.1065629087,13225.5326523657,1724.649099156,2184.11315007266,646.460440548989,A1S_1925,cydB,cytochrome d ubiquinol oxidase subunit II,WP_000575166.1,1736740,1737885,NZ_CP012004.1,Shared
1605,1614,gene-ACX60_RS08200_ACX60_RS08200,0.028463814448603,0.971536185551397,5.094948270160969,5.095531781623178,11523.3273201911,26444.38277258,18286.3283918935,3460.02511046984,4975.77475590677,2604.05191545086,A1S_1924,(),cytochrome ubiquinol oxidase subunit I,WP_000622640.1,1737882,1739468,NZ_CP012004.1,Shared
1606,1615,gene-ACX60_RS08205_ACX60_RS08205,0.455769868682005,0.544230131317995,2.2305142584444866,2.2339277394365986,262.126125202675,602.345515190395,402.343929502712,214.538243156931,186.032279089747,166.492829759096,,(),hypothetical protein,WP_000053889.1,1739468,1739662,NZ_CP012004.1,Shared
1607,1616,gene-ACX60_RS08210_ACX60_RS08210,0.895251440948748,0.104748559051252,-1.29325058563299,-1.29522426070933,72.285477423579,81.1565650874574,80.2655818957431,77.4721433622252,60.0483938833993,165.192104526603,A1S_1923,(),DUF1449 family protein,WP_000753034.1,1740045,1740653,NZ_CP012004.1,Shared
1608,1617,gene-ACX60_RS08215_ACX60_RS08215,0.914169401327025,0.0858305986729755,-1.22467432758853,-1.22610260433263,79.5870407996981,99.7704561625623,68.0733416077821,76.2802642335756,67.112910810858,159.989203596631,,(),Rieske (2Fe-2S) protein,WP_000134202.1,1740679,1740987,NZ_CP012004.1,Shared
1609,1618,gene-ACX60_RS08220_ACX60_RS08220,0.968465739113851,0.031534260886149,-1.08795305969513,-1.08800659567971,901.743076950708,729.664530144113,953.02678250895,734.197543248165,753.548472262265,1324.13828667781,A1S_1922,(),adenosine kinase,WP_000246666.1,1741004,1742008,NZ_CP012004.1,Shared
1610,1619,gene-ACX60_RS08225_ACX60_RS08225,0.0629369503945094,0.937063049605491,-7.15064751028622,-7.16044676252333,392.824109635207,328.349038564851,266.197246287148,1455.28441608118,1257.48401308766,4357.42952885133,A1S_1921,(),TonB-dependent siderophore receptor,WP_000831249.1,1742246,1744345,NZ_CP012004.1,Shared
1611,1620,gene-ACX60_RS08230_ACX60_RS08230,0.867470518137319,0.132529481862681,-1.26630899833774,-1.26637098323356,2546.78530559034,1667.8046403294,2544.11414008786,2728.21132547898,2636.24223343002,3194.58117100265,A1S_1920,(),insulinase family protein,WP_000215280.1,1744597,1747536,NZ_CP012004.1,Shared
1612,1621,gene-ACX60_RS08235_ACX60_RS08235,0.970675973755977,0.0293240262440229,-1.05969584774209,-1.05973711702708,706.061178470716,825.712208091654,743.72665756562,768.762037979004,721.758146088701,920.913464604998,A1S_1919,(),phospholipase A,WP_000885655.1,1747557,1748708,NZ_CP012004.1,Shared
1613,1622,gene-ACX60_RS08240_ACX60_RS08240,0.93279856392547,0.0672014360745295,1.1408918222227742,1.1412366890229102,294.983160395211,193.584467181091,244.860825783216,220.497638800179,216.645185775401,205.514586733884,A1S_1918,(),TrkH family potassium uptake protein,WP_000053911.1,1748750,1750087,NZ_CP012004.1,Shared
1614,1623,gene-ACX60_RS08245_ACX60_RS08245,0.94900079866033,0.0509992013396695,1.1229380588627238,1.1233277361228184,208.824712557006,155.612129387877,193.043804559382,160.903682367699,188.387118065566,146.981951271702,A1S_1917,(),TrkA family potassium uptake protein,WP_001983728.1,1750106,1750756,NZ_CP012004.1,Shared
1615,1624,gene-ACX60_RS08250_ilvA,0.953877171696378,0.046122828303622,-1.19452249859661,-1.19462150112002,1045.58387546025,961.221335118418,1084.09336560453,1039.31860018247,959.596882646479,1693.5442527058,A1S_1916,ilvA,"threonine ammonia-lyase, biosynthetic",WP_001983729.1,1750901,1752448,NZ_CP012004.1,Shared
1616,1625,gene-ACX60_RS08255_rpiA,,,1.4885651626880587,1.4891131831315754,692.918364393701,661.909966630731,733.566457325652,349.220584694338,500.403282361661,552.808223809497,A1S_1915,rpiA,ribose-5-phosphate isomerase RpiA,WP_000061057.1,1752550,1753221,NZ_CP012004.1,Shared
1617,1626,gene-ACX60_RS08260_ACX60_RS08260,0.809968824397919,0.190031175602081,1.2242747741737539,1.2250730839122093,156.253456248949,192.095355895083,193.043804559382,140.641737180655,141.290338549175,159.989203596631,A1S_1914,(),M48 family metallopeptidase,WP_000110630.1,1753221,1753901,NZ_CP012004.1,Shared
1618,1627,gene-ACX60_RS08265_ACX60_RS08265,0.956968592350981,0.0430314076490192,-1.0777672582891,-1.07788318533761,301.554567433718,429.608606013421,324.110387654963,468.4084975593,355.580685348756,313.474781030797,A1S_3745,(),hypothetical protein,WP_000886879.1,1753898,1755418,NZ_CP012004.1,Shared
1619,1628,gene-ACX60_RS08270_argC,0.967483483912336,0.0325165160876639,1.043410553057922,1.0434448629939241,717.013523534894,589.688069259324,770.143178189535,519.659300091234,562.806515220879,907.906212280069,A1S_1913,argC,N-acetyl-gamma-glutamyl-phosphate reductase,WP_000558176.1,1755601,1756656,NZ_CP012004.1,Shared
1620,1629,gene-ACX60_RS08275_ACX60_RS08275,0.965801053895277,0.0341989461047228,1.0611516802124614,1.0612015070462915,587.775851777587,769.125979223335,691.909636341786,551.840036564773,595.774260882354,783.036589960747,A1S_1912,(),hypothetical protein,WP_085940527.1,1756732,1757490,NZ_CP012004.1,Shared
1621,1630,gene-ACX60_RS08280_clpS,0.948531246206581,0.0514687537934194,1.0300270663382047,1.0301069866716657,159.174081599396,268.784587124515,180.851564271421,153.752407595801,196.629054480935,240.634168011193,A1S_1911,clpS,ATP-dependent Clp protease adapter ClpS,WP_001260033.1,1757500,1757913,NZ_CP012004.1,Shared
1622,1631,gene-ACX60_RS08285_clpA,0.216089797342637,0.783910202657363,2.1576248790244663,2.157713454980073,14812.6816211328,11064.8414106854,18484.4522965728,8100.01055830281,8743.5171172181,3716.17198923231,A1S_1910,clpA,ATP-dependent Clp protease ATP-binding subunit ClpA,WP_000952702.1,1757923,1760199,NZ_CP012004.1,Shared
1623,1632,gene-ACX60_RS08290_ACX60_RS08290,0.174536769818004,0.825463230181996,1.7823268754526287,1.7864553172483073,150.412205548053,169.758686604957,212.34818501532,114.420396350363,134.225821621716,49.4275588347315,A1S_1909,(),YnfA family protein,WP_000904308.1,1760203,1760565,NZ_CP012004.1,Shared
1624,1633,gene-ACX60_RS08295_ACX60_RS08295,,,1.6100229165369428,1.6108405517133713,525.712563080574,731.898197073125,632.980474949974,430.268365442512,366.177460739945,377.210317422951,A1S_1908,(),3-deoxy-7-phosphoheptulonate synthase,WP_000993014.1,1760992,1762047,NZ_CP012004.1,Shared
1625,1634,gene-ACX60_RS08300_ACX60_RS08300,0.280924090990851,0.719075909009149,1.5809184704090802,1.582330275149362,322.729101224464,349.941152211972,351.542928302875,218.11388054288,211.935507823762,217.22111382632,A1S_1907,(),alpha/beta hydrolase,WP_001147226.1,1762091,1763008,NZ_CP012004.1,Shared
1626,1635,gene-ACX60_RS08305_ACX60_RS08305,0.940853155034902,0.0591468449650982,1.143714280374233,1.1444285646253187,97.8409492399958,110.938790807625,153.419023623509,106.077242449816,127.161304694257,83.2464148795478,A1S_1906,(),PadR family transcriptional regulator,WP_000056571.1,1763011,1763571,NZ_CP012004.1,Shared
1627,1636,gene-ACX60_RS08310_ACX60_RS08310,0.715157391555321,0.284842608444679,1.5166647897768872,1.5176767503497495,415.458956101176,474.281944593673,329.190487774946,297.969782162405,380.306494594862,124.869622319322,A1S_1905,(),"NADPH-dependent 2,4-dienoyl-CoA reductase",WP_000061158.1,1763707,1765731,NZ_CP012004.1,Shared
1628,1637,gene-ACX60_RS08315_ACX60_RS08315,0.0120014504039507,0.987998549596049,2.2879078397806083,2.313915325451318,51.1109436328336,72.2218973714071,56.8971213438179,39.3320112454374,29.4354871977447,9.10507662745054,A1S_1904,(),nuclear transport factor 2 family protein,WP_000171423.1,1765802,1766209,NZ_CP012004.1,Shared
1629,1638,gene-ACX60_RS08320_ACX60_RS08320,0.823055740603782,0.176944259396218,1.3641127119189178,1.3661414411678179,102.952043603279,171.992353533969,110.746182615646,108.461000707115,103.612914936061,70.2391625546185,A1S_1903,(),SGNH/GDSL hydrolase family protein,WP_000266299.1,1766248,1766964,NZ_CP012004.1,Shared
1630,1639,gene-ACX60_RS08325_ACX60_RS08325,,,1.7916154367570367,1.7941170589375584,257.745187177004,300.055924130691,335.286607918927,176.398111040144,197.806473968845,123.568897086829,A1S_1902,(),alpha/beta hydrolase,WP_000513052.1,1766984,1768078,NZ_CP012004.1,Shared
1631,1640,gene-ACX60_RS08330_ACX60_RS08330,0.702688059945371,0.297311940054629,1.3701532847849718,1.3724987143132092,111.713919654622,102.004123091575,127.002502999594,114.420396350363,63.5806523471286,70.2391625546185,A1S_1901,(),metal-dependent hydrolase,WP_000844947.1,1768132,1768977,NZ_CP012004.1,Shared
1632,1641,gene-ACX60_RS08335_ACX60_RS08335,0.972933501738063,0.0270664982619366,-1.0992912406347,-1.09933932709202,936.790581156079,1418.37849992299,893.081601093142,893.909346487214,905.435586202628,1771.58776665538,A1S_3744,(),hypothetical protein,WP_001284535.1,1769213,1769701,NZ_CP012004.1,Shared
1633,1642,gene-ACX60_RS08340_ACX60_RS08340,0.879041443795992,0.120958556204008,-1.36465833112963,-1.36472220765785,3146.24365876972,2830.05599905895,3004.37121095838,3299.12142810214,3500.4681375558,5456.54235030786,A1S_1900,(),CTP synthase,WP_000148658.1,1769925,1771562,NZ_CP012004.1,Shared
1634,1643,gene-ACX60_RS08345_kdsA,0.971895608693573,0.0281043913064273,-1.13549710517282,-1.13555088381628,1348.5987555692,1388.59627420283,1226.33616896408,1072.69121578466,1297.51627567659,2130.58793082343,A1S_1899,kdsA,3-deoxy-8-phosphooctulonate synthase,WP_000080538.1,1771594,1772451,NZ_CP012004.1,Shared
1635,1644,gene-ACX60_RS08350_eno,0.969104519728972,0.0308954802710277,-1.45193033705741,-1.45199047082515,4991.34872391501,2603.71108358568,4227.65931985047,3930.81736628644,4302.29080882237,8933.38089676148,A1S_1898,eno,phosphopyruvate hydratase,WP_000078452.1,1772497,1773786,NZ_CP012004.1,Shared
1636,1645,gene-ACX60_RS08355_ACX60_RS08355,0.940717751709778,0.0592822482902215,1.25817930057121,1.2605158606811766,86.1584478382052,61.7981183693483,71.1214016797724,60.7858355611305,63.5806523471286,49.4275588347315,A1S_1897,(),DUF421 domain-containing protein,WP_000366082.1,1773883,1774560,NZ_CP012004.1,Shared
1637,1646,gene-ACX60_RS08360_ftsB,,,1.6377294660144632,1.6391770901670117,303.745036446554,451.200719660543,381.007508998781,247.910858759121,221.35486372704,223.724739988785,A1S_1895,ftsB,cell division protein FtsB,WP_000895057.1,1775188,1775577,NZ_CP012004.1,Shared
1638,1647,gene-ACX60_RS08365_ispD,0.963296681294315,0.0367033187056847,-1.03830544150774,-1.03841532825372,201.523149180887,157.84579631689,188.979724463395,181.165627554742,155.419372404092,232.829816616235,A1S_1896,ispD,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,WP_001216207.1,1775543,1776259,NZ_CP012004.1,Shared
1639,1648,gene-ACX60_RS08370_ACX60_RS08370,0.547764750766301,0.452235249233699,-1.51223849937227,-1.51832600017996,54.8566456447827,27.325192098254,50.1609085847195,83.9559658220791,64.9700073428622,52.0290092997174,A1S_1846,(),3-oxoacid CoA-transferase subunit A,WP_000565984.1,1776609,1777280,NZ_CP012004.1,Shared
1640,1649,gene-ACX60_RS08375_ACX60_RS08375,0.656250034609207,0.343749965390793,-1.62423123013929,-1.63344434864467,51.1985623933471,19.7977345474816,35.5607008398862,80.7498109660117,47.4735537525227,45.850564445376,A1S_1847,(),3-oxoacid CoA-transferase subunit B,WP_000121790.1,1777299,1777952,NZ_CP012004.1,Shared
1641,1650,gene-ACX60_RS08380_pcaF,0.779438364034524,0.220561635965476,-1.28556623180809,-1.28728317485368,95.7234958609212,68.8639514214581,97.0299122916895,132.298583280108,121.980658947454,82.5050014970269,A1S_1848,pcaF,3-oxoadipyl-CoA thiolase,WP_005135170.1,1777965,1779176,NZ_CP012004.1,Shared
1642,1651,gene-ACX60_RS08385_ACX60_RS08385,0.125258190223063,0.874741809776937,-1.76310169859755,-1.77078893709727,61.3331323594003,40.9505603652308,53.8490612718277,98.9259676779184,117.741948790979,59.833360694675,A1S_1890,(),"3-carboxy-cis,cis-muconate cycloisomerase",WP_000080966.1,1779179,1780534,NZ_CP012004.1,Shared
1643,1652,gene-ACX60_RS08390_pcaD,0.882267157129106,0.117732842870894,-1.30411093250884,-1.30906428430054,40.8887549062669,20.1030023611133,35.5607008398862,51.2508025319336,40.0322625889328,35.1195812773092,A1S_1889,pcaD,3-oxoadipate enol-lactonase,WP_000814775.1,1780531,1781316,NZ_CP012004.1,Shared
1644,1653,gene-ACX60_RS08395_ACX60_RS08395,0.898284144426923,0.101715855573077,-1.22406660440487,-1.22647993712842,62.0632886970123,37.2277821502098,46.7369211038504,84.6234181341229,54.1612964438503,40.322482207281,A1S_1887,(),MFS transporter,WP_000168125.1,1781359,1782714,NZ_CP012004.1,Shared
1645,1654,gene-ACX60_RS08400_pcaC,0.986765601407702,0.0132343985922983,-1.50530672833694,-1.52719343177072,10.2221887265667,14.8911128600839,11.1762202639642,23.8375825729924,21.1935507823762,10.4058018599435,A1S_1886,pcaC,4-carboxymuconolactone decarboxylase,WP_000997505.1,1782730,1783143,NZ_CP012004.1,Shared
1646,1655,gene-ACX60_RS08405_pcaH,0.952729904973596,0.0472700950264042,1.0618354611858432,1.0625172134747565,42.3490675814907,43.1842272942434,66.0413015597886,52.4426816605832,57.6935549075797,32.5181308123234,A1S_1885,pcaH,"protocatechuate 3,4-dioxygenase subunit beta",WP_000077916.1,1783154,1783879,NZ_CP012004.1,Shared
