,Number,Locus,PPEE,PPDE,PostFC,RealFC,D1,D2,D3,L1,L2,L3,New Locus,Gene,Product,ProteinID,Start,End,Chrom,Relation
1941,1951,gene-ACX60_RS09915_ACX60_RS09915,0.654376400099896,0.345623599900104,1.3274586667395278,1.3315519231657291,71.2175638034559,51.2613879764418,44.4336416829639,52.7575949721997,36.3815118881761,36.2053457302223,A1S_3707,(),energy transducer TonB,WP_000525879.1,2102635,2103351,NZ_CP012004.1,Shared
1942,1952,gene-ACX60_RS09920_ACX60_RS09920,0.0454617241259485,0.954538275874051,1.898703625122188,1.9038132245906403,228.645862737411,194.793274310479,101.308703037158,119.398767568663,68.7206335665549,87.4962521813705,A1S_1605,(),MotA/TolQ/ExbB proton channel family protein,WP_002009183.1,2103392,2104273,NZ_CP012004.1,Shared
1943,1953,gene-ACX60_RS09925_ACX60_RS09925,0.101248500925638,0.898751499074362,1.949874909107807,1.9850886213355339,39.7319040166649,24.6054662286921,19.5508023405041,18.048650911542,12.127170629392,12.0684485767408,A1S_1604,(),biopolymer transporter ExbD,WP_000525865.1,2104289,2104711,NZ_CP012004.1,Shared
1944,1954,gene-ACX60_RS09930_ACX60_RS09930,0.167172192107807,0.832827807892193,1.6749062435406177,1.6839459140103252,88.4597108295557,67.6650321289031,40.8789503483268,51.3692372097734,31.6653899767459,33.9425116220834,A1S_1603,(),biopolymer transporter ExbD,WP_000525670.1,2104731,2105144,NZ_CP012004.1,Shared
1945,1955,gene-ACX60_RS09935_ACX60_RS09935,1.0,1.5954374814029199e-16,1.6374579980213524,1.7020804208935378,11.2448784952825,6.15136655717301,8.88672833659277,6.94178881213154,4.71612191143024,3.77139018023149,A1S_1602,(),GNAT family N-acetyltransferase,WP_000609131.1,2105211,2105660,NZ_CP012004.1,Shared
1946,1956,gene-ACX60_RS09940_ACX60_RS09940,0.99013221216982,0.0098677878301799,1.2226717572581378,1.2226852775219228,7804.69533429241,9737.61326000488,14016.1479324741,13297.6906485192,4817.18166667517,7695.89880178037,A1S_1601,(),malate synthase G,WP_000126961.1,2105763,2107928,NZ_CP012004.1,Shared
1947,1957,gene-ACX60_RS09945_ACX60_RS09945,1.0,3.5813610275980897e-16,2.092750668914253,2.5049975659715487,4.497951398113,4.10091103811534,1.77734566731855,2.77671552485262,1.34746340326578,0.0,A1S_3706,(),hypothetical protein,WP_001186632.1,2108390,2108587,NZ_CP012004.1,Shared
1948,1958,gene-ACX60_RS09950_ACX60_RS09950,0.867892153254613,0.132107846745387,1.2447922655803842,1.3371692773353434,4.497951398113,1.02522775952884,0.0,0.0,3.36865850816446,0.754278036046298,A1S_3754,(),hypothetical protein,WP_000219866.1,2108823,2109185,NZ_CP012004.1,Shared
1949,1959,gene-ACX60_RS09955_ACX60_RS09955,0.927728821689398,0.0722711783106018,1.294819996935323,1.316481503493023,14.2435127606912,10.2522775952884,3.55469133463711,1.38835776242631,10.1059755244934,9.80561446860187,A1S_2016,(),glycoside hydrolase family protein,WP_000182699.1,2109182,2109730,NZ_CP012004.1,Shared
1950,1960,gene-ACX60_RS09960_ACX60_RS09960,0.77293084364546,0.22706915635454,1.4475445727425291,1.5388095580855348,9.74556136257817,2.05045551905767,0.0,5.55343104970524,1.34746340326578,0.754278036046298,A1S_3704,(),hypothetical protein,WP_002054644.1,2109714,2109953,NZ_CP012004.1,Shared
1951,1961,gene-ACX60_RS09965_ACX60_RS09965,0.120308377219301,0.879691622780699,1.8552902318750173,1.8698681068250818,71.2175638034559,68.690259888432,31.992222011734,27.7671552485262,24.928072960417,39.2224578744075,A1S_3703,(),hypothetical protein,WP_000192609.1,2110006,2110785,NZ_CP012004.1,Shared
1952,1962,gene-ACX60_RS09970_ACX60_RS09970,0.959192422819103,0.0408075771808972,1.0749018936587242,1.0754047251100758,104.952199289303,89.1948150790087,56.8750613541937,76.359676933447,86.911389510643,70.1478573523057,A1S_1599,(),hypothetical protein,WP_000796431.1,2110788,2112644,NZ_CP012004.1,Shared
1953,1963,gene-ACX60_RS09975_ACX60_RS09975,0.926343403353069,0.0736565966469312,1.1387551929055033,1.139157788486689,269.127425320428,196.843729829536,149.297036054759,190.205013452404,189.992339860475,159.906943641815,A1S_1598,(),host specificity factor TipJ family phage tail protein,WP_000054088.1,2112705,2115563,NZ_CP012004.1,Shared
1954,1964,gene-ACX60_RS09985_ACX60_RS09985,0.625514006919219,0.374485993080781,1.57536202813249,1.589198796314224,53.2257582110039,30.7568327858651,19.5508023405041,27.7671552485262,15.4958291375565,21.8740630453426,A1S_3702,(),hypothetical protein,WP_000133292.1,2115877,2116383,NZ_CP012004.1,Shared
1955,1965,gene-ACX60_RS09990_ACX60_RS09990,0.789374148468826,0.210625851531174,1.53066480524133,1.5449884054734329,47.2284896801865,31.7820605453939,10.6640740039113,15.2719353866894,20.8856827506196,21.8740630453426,,(),hypothetical protein,WP_033502836.1,2116376,2116858,NZ_CP012004.1,Shared
1956,1966,gene-ACX60_RS09995_ACX60_RS09995,0.929127381253245,0.0708726187467546,1.17762894842199,1.1781222846523087,267.628108187724,246.054662286921,151.074381722077,154.10771162932,203.466973893133,206.672181876685,A1S_1596,(),hypothetical protein,WP_049594833.1,2116866,2120453,NZ_CP012004.1,Shared
1957,1967,gene-ACX60_RS10000_ACX60_RS10000,,,1.5327975468609651,1.5350659760125476,227.146545604707,181.465313436604,156.406418724033,145.777565054762,109.144535664528,113.141705406945,A1S_3701,(),lipoprotein,WP_032061919.1,2120513,2120896,NZ_CP012004.1,Shared
1958,1968,gene-ACX60_RS10010_ACX60_RS10010,0.801147848881244,0.198852151118756,1.7259619436292561,1.771874042095934,24.7387326896215,10.2522775952884,8.88672833659277,4.16507328727893,10.7797072261263,9.80561446860187,A1S_3700,(),hypothetical protein,WP_000113359.1,2121186,2121602,NZ_CP012004.1,Shared
1959,1969,gene-ACX60_RS10015_ACX60_RS10015,0.964324084902981,0.0356759150970193,1.0740699205061017,1.0759611041363168,28.4870255213823,21.5297829501055,15.996111005867,18.048650911542,28.9704631702143,14.3312826848797,A1S_1595,(),hypothetical protein,WP_001062225.1,2121602,2122081,NZ_CP012004.1,Shared
1960,1970,gene-ACX60_RS10020_ACX60_RS10020,0.910568141589363,0.0894318584106368,1.6784430016049021,1.760710897618582,11.9945370616347,7.17659431670185,3.55469133463711,4.16507328727893,2.69492680653157,6.03422428837038,A1S_1594,(),DUF3168 domain-containing protein,WP_000598738.1,2122151,2122525,NZ_CP012004.1,Shared
1961,1971,gene-ACX60_RS10025_ACX60_RS10025,0.769878392032383,0.230121607967617,-2.30575004189666,-2.56546635172754,3.74829283176084,4.10091103811534,0.0,2.77671552485262,12.127170629392,5.27994625232408,A1S_1593,(),HK97 gp10 family phage protein,WP_000426677.1,2122525,2123010,NZ_CP012004.1,Shared
1962,1972,gene-ACX60_RS10030_ACX60_RS10030,0.997812800735385,0.0021871992646154,1.9943898251440404,2.2657912044939077,2.2489756990565,7.17659431670185,3.55469133463711,0.0,2.69492680653157,3.01711214418519,A1S_1592,(),phage head closure protein,WP_001139339.1,2123014,2123370,NZ_CP012004.1,Shared
1963,1973,gene-ACX60_RS10035_ACX60_RS10035,1.0,1.76836369626109e-16,2.0519585206328768,2.8107687858802106,2.2489756990565,2.05045551905767,1.77734566731855,1.38835776242631,0.0,0.754278036046298,,(),head-tail connector protein,WP_000631203.1,2123372,2123659,NZ_CP012004.1,Shared
1964,1974,gene-ACX60_RS10040_ACX60_RS10040,1.0,1.87714203941682e-17,1.1341245901016408,1.1382984865768553,17.991805592452,21.5297829501055,17.7734566731855,20.8253664363946,18.1907559440881,11.3141705406945,A1S_1591,(),phage major capsid protein,WP_000137064.1,2123880,2125052,NZ_CP012004.1,Shared
1965,1975,gene-ACX60_RS10045_ACX60_RS10045,1.0,2.87472086107864e-17,-1.05107843968706,-1.05625539578042,5.24760996446517,3.07568327858651,7.10938266927422,2.77671552485262,6.73731701632892,6.78850232441668,A1S_1590,(),HK97 family phage prohead protease,WP_000375470.1,2125045,2125707,NZ_CP012004.1,Shared
1966,1976,gene-ACX60_RS10050_ACX60_RS10050,0.999999999999999,1.4162455037455501e-15,1.404036786094445,1.409949207287137,53.2257582110039,53.3118434954994,44.4336416829639,38.8740173479367,28.9704631702143,39.2224578744075,A1S_1589,(),phage portal protein,WP_000108390.1,2125700,2126926,NZ_CP012004.1,Shared
1967,1977,gene-ACX60_RS10055_ACX60_RS10055,0.953258922774303,0.0467410772256973,-1.26936931099409,-1.28146383364358,17.991805592452,13.3279608738749,3.55469133463711,20.8253664363946,14.8220974359236,9.05133643255557,A1S_1587,(),terminase large subunit,WP_049594834.1,2126923,2128623,NZ_CP012004.1,Shared
1968,1978,gene-ACX60_RS10060_ACX60_RS10060,0.999611823026432,0.0003881769735677,-1.1142804979027,-1.13438288359112,2.2489756990565,3.07568327858651,3.55469133463711,0.0,4.04239020979735,6.03422428837038,A1S_3698,(),hypothetical protein,WP_000467659.1,2128746,2128940,NZ_CP012004.1,Shared
1969,1979,gene-ACX60_RS10065_ACX60_RS10065,1.0,2.5010710832214202e-17,1.1011456537046203,1.1092072999125835,8.24624422987384,8.20182207623068,5.33203700195566,6.94178881213154,7.41104871796181,5.27994625232408,A1S_3697,(),terminase small subunit,WP_001219091.1,2128950,2129432,NZ_CP012004.1,Shared
1970,1980,gene-ACX60_RS10070_ACX60_RS10070,1.0,4.88706513847781e-17,1.4151927463151786,1.4803417206431593,2.99863426540867,8.20182207623068,3.55469133463711,4.16507328727893,2.02119510489867,3.77139018023149,A1S_1586,(),HNH endonuclease,ACX60_RS10070,<2129557,2129853,NZ_CP012004.1,Shared
1971,1981,gene-ACX60_RS10075_ACX60_RS10075,1.0,1.07555955399324e-16,-1.18174426809262,-1.36798929360041,1.49931713270433,0.0,0.0,1.38835776242631,0.673731701632892,0.0,A1S_3696,(),hypothetical protein,WP_000503076.1,2130051,2130314,NZ_CP012004.1,Shared
1972,1982,gene-ACX60_RS10080_ACX60_RS10080,0.999999999999999,7.046002917696389e-16,1.4693610664217476,25.988618878405553,0.749658566352167,0.0,0.0,0.0,0.0,0.0,A1S_3695,(),hypothetical protein,WP_000093655.1,2130307,2130489,NZ_CP012004.1,Shared
1973,1983,gene-ACX60_RS10085_ACX60_RS10085,1.0,4.51553095784255e-17,1.2576505524301709,1.2913895742090362,7.49658566352167,6.15136655717301,1.77734566731855,2.77671552485262,5.38985361306313,3.77139018023149,A1S_3694,(),hypothetical protein,WP_000433061.1,2130479,2131009,NZ_CP012004.1,Shared
1974,1984,gene-ACX60_RS10090_ACX60_RS10090,0.769424175727109,0.230575824272891,-2.71759561701795,-4.47772617222502,1.49931713270433,0.0,0.0,0.0,6.06358531469602,0.754278036046298,A1S_3693,(),hypothetical protein,WP_000856321.1,2131025,2131423,NZ_CP012004.1,Shared
1975,1985,gene-ACX60_RS10095_ACX60_RS10095,0.467471767663925,0.532528232336075,1.281070970429796,1.2817747697290207,250.385961161624,306.543100099122,245.273702089961,262.399617098572,183.928754545779,179.518172579019,A1S_3692,(),hypothetical protein,WP_000152595.1,2131507,2131935,NZ_CP012004.1,Shared
1976,1986,gene-ACX60_RS10100_ACX60_RS10100,1.0,1.75631205691127e-17,1.0374343854913535,1.0392699399282515,11.2448784952825,11.2775053548172,10.6640740039113,5.55343104970524,12.8009023310249,13.5770046488334,,(),hypothetical protein,WP_000910071.1,2132448,2132810,NZ_CP012004.1,Shared
1977,1987,gene-ACX60_RS10105_ACX60_RS10105,,,1.5891275654497043,1.592210952573409,194.161568685211,159.935530486498,122.63685104498,87.4665390328575,101.059755244934,110.878871298806,A1S_3690,(),hypothetical protein,WP_000344040.1,2132836,2133552,NZ_CP012004.1,Shared
1978,1988,gene-ACX60_RS10110_ACX60_RS10110,1.0,5.18667696315689e-17,1.2187818874942205,1.2275338612414235,20.2407812915085,15.3784163929325,12.4414196712299,18.048650911542,12.8009023310249,8.29705839650927,A1S_3689,(),hypothetical protein,WP_000981712.1,2133643,2134143,NZ_CP012004.1,Shared
1979,1989,gene-ACX60_RS10115_ACX60_RS10115,1.0,2.77382489911054e-17,-1.22847667460504,-1.25084337957426,5.24760996446517,7.17659431670185,3.55469133463711,5.55343104970524,5.38985361306313,9.05133643255557,A1S_3688,(),hypothetical protein,WP_000801885.1,2134307,2134909,NZ_CP012004.1,Shared
1980,1990,gene-ACX60_RS10120_ACX60_RS10120,1.0,1.47353437252732e-16,-1.27215191541614,-1.81920371767665,0.749658566352167,0.0,0.0,1.38835776242631,0.0,0.0,,(),hypothetical protein,WP_000846967.1,2134906,2135184,NZ_CP012004.1,Shared
1981,1991,gene-ACX60_RS10125_ACX60_RS10125,1.0,2.19710152677096e-17,-1.274177697308,-1.29623100641701,8.99590279622601,5.12613879764418,5.33203700195566,11.1068620994105,8.0847804195947,6.03422428837038,A1S_1585,(),AAA family ATPase,WP_000009564.1,2135181,2136512,NZ_CP012004.1,Shared
1982,1992,gene-ACX60_RS10130_ACX60_RS10130,1.0,2.3418548433997802e-17,-1.08987291810406,-1.09750430658554,9.74556136257817,5.12613879764418,3.55469133463711,6.94178881213154,8.75851212122759,4.52566821627778,A1S_1584,(),YdaU family protein,WP_049594835.1,2136512,2137396,NZ_CP012004.1,Shared
1983,1993,gene-ACX60_RS10135_ACX60_RS10135,1.0,8.35533120827687e-17,-1.30885461313052,-1.57703422054357,0.749658566352167,1.02522775952884,0.0,1.38835776242631,0.673731701632892,0.754278036046298,A1S_1583,(),hypothetical protein,WP_001005276.1,2137396,2137692,NZ_CP012004.1,Shared
1984,1994,gene-ACX60_RS10145_ACX60_RS10145,0.947775307635811,0.0522246923641885,1.159459841217877,1.1596808881157374,616.219341541481,312.694466656295,382.129318473489,474.818354749798,307.221655944599,348.476452653389,A1S_1582,(),helix-turn-helix domain-containing protein,WP_176326758.1,2138064,2138729,NZ_CP012004.1,Shared
1985,1995,gene-ACX60_RS10150_ACX60_RS10150,1.0,6.606757510758341e-17,-1.46237657199946,-1.52052582546376,2.99863426540867,4.10091103811534,5.33203700195566,5.55343104970524,8.0847804195947,5.27994625232408,A1S_3687,(),hypothetical protein,WP_001071965.1,2138984,2139421,NZ_CP012004.1,Shared
1986,1996,gene-ACX60_RS10155_ACX60_RS10155,1.0,3.3548896953736403e-17,-1.05858819181149,-1.0714579461652,1.49931713270433,2.05045551905767,3.55469133463711,4.16507328727893,2.69492680653157,0.754278036046298,,(),hypothetical protein,WP_001284990.1,2139414,2139686,NZ_CP012004.1,Shared
1987,1997,gene-ACX60_RS10170_ACX60_RS10170,0.901676185587046,0.0983238144129535,1.299099594495681,1.3087094207402348,35.2339526185519,14.3531886334037,14.2187653385484,11.1068620994105,19.5382193473539,18.1026728651111,,(),hypothetical protein,WP_000717853.1,2140544,2140807,NZ_CP012004.1,Shared
1988,1998,gene-ACX60_RS10175_ACX60_RS10175,0.561936754667054,0.438063245332946,1.831165013357293,1.867259920757987,36.7332697512562,16.4036441524614,14.2187653385484,13.8835776242631,10.1059755244934,12.0684485767408,A1S_3685,(),DUF551 domain-containing protein,WP_000130778.1,2140819,2141349,NZ_CP012004.1,Shared
1989,1999,gene-ACX60_RS10180_ACX60_RS10180,0.999999999999999,1.4857256426795802e-15,1.6953442709133852,1.728856719864007,22.489756990565,19.4793274310479,14.2187653385484,12.4952198618368,9.43224382286048,10.5598925046482,A1S_1581,(),methyltransferase domain-containing protein,WP_000992057.1,2141353,2141835,NZ_CP012004.1,Shared
1990,2000,gene-ACX60_RS10185_ACX60_RS10185,0.70308754135693,0.29691245864307,1.8427551919477465,1.9097904104850218,21.7400984242128,12.302733114346,3.55469133463711,5.55343104970524,8.0847804195947,6.03422428837038,A1S_3684,(),hypothetical protein,WP_000005654.1,2141832,2142101,NZ_CP012004.1,Shared
1991,2001,gene-ACX60_RS10190_ACX60_RS10190,0.878691902628218,0.121308097371782,1.4454635027623355,1.4673606540488129,23.2394155569172,16.4036441524614,7.10938266927422,8.33014657455785,11.4534389277592,12.0684485767408,A1S_1580,(),hypothetical protein,WP_000141160.1,2142094,2142345,NZ_CP012004.1,Shared
1992,2002,gene-ACX60_RS10195_ACX60_RS10195,1.0,6.16079043970939e-18,1.0019332873647124,1.0019445938944533,102.703223590247,76.8920819646627,88.8672833659277,95.7966856074153,86.911389510643,85.2334180732316,A1S_3683,(),site-specific integrase,WP_000190203.1,2142311,2143270,NZ_CP012004.1,Shared
1993,2003,gene-ACX60_RS10200_ACX60_RS10200,0.899799837411778,0.100200162588222,1.2291305510592228,1.2292088235425949,2029.32573911532,1501.95866770974,2107.93196143981,1811.80687996633,1254.48842844044,1521.37879870538,A1S_1579,(),cell division protein ZapE,WP_000933387.1,2143447,2144589,NZ_CP012004.1,Shared
1994,2004,gene-ACX60_RS10205_ACX60_RS10205,1.0,4.4388905775843895e-18,1.061357993561569,1.0615093140794178,226.396887038354,215.297829501055,232.832282418731,188.816655689978,226.373851748652,220.249186525519,A1S_1578,(),AraC family transcriptional regulator,WP_000830354.1,2144673,2145692,NZ_CP012004.1,Shared
1995,2005,gene-ACX60_RS10210_ACX60_RS10210,0.966737771007753,0.0332622289922474,1.0098526570526047,1.0098976696437834,117.69639491729,155.834619448383,72.8711723600607,111.068620994105,129.356486713515,102.581812902296,A1S_1577,(),NAD(P)/FAD-dependent oxidoreductase,WP_109104877.1,2145814,2147361,NZ_CP012004.1,Shared
1996,2006,gene-ACX60_RS10215_ACX60_RS10215,0.893595131183087,0.106404868816913,-1.14651248562431,-1.14716434614623,75.7155152015689,107.648914750528,168.847838395263,105.515189944399,140.136193939641,158.398387569722,A1S_1576,(),lysine exporter LysO family protein,WP_001190745.1,2147411,2148322,NZ_CP012004.1,Shared
1997,2007,gene-ACX60_RS10220_pyrF,0.969362853935123,0.0306371460648766,1.0491801231952684,1.0492729896674016,371.830648910675,250.155573325036,248.828393424598,255.457828286441,267.471485548258,306.991160670843,A1S_1575,pyrF,orotidine-5'-phosphate decarboxylase,WP_000392928.1,2148319,2149017,NZ_CP012004.1,Shared
1998,2008,gene-ACX60_RS10225_ACX60_RS10225,5.254747859062551e-09,0.999999994745252,2.1082485259182353,2.108612480841539,3736.2982946992,3240.74494787065,3085.47207846501,2128.35244979953,1053.71638135384,1590.0180999856,A1S_1574,(),lipopolysaccharide assembly protein LapA domain-containing protein,WP_001269278.1,2149183,2149548,NZ_CP012004.1,Shared
1999,2009,gene-ACX60_RS10230_ACX60_RS10230,,,1.5368187277463499,1.5369648325995575,3396.70296414167,3005.96779093855,2447.40498389765,2238.03271303121,1483.55720699563,2036.550697325,A1S_1573,(),integration host factor subunit beta,WP_000205997.1,2149573,2149875,NZ_CP012004.1,Shared
2000,2010,gene-ACX60_RS10235_rpsA,0.25875071226589,0.74124928773411,-1.57573279016833,-1.57574586025228,21622.4020292956,20417.4108310168,26994.3259952342,25977.5620927587,43044.7184173254,39757.9952800003,A1S_1572,rpsA,30S ribosomal protein S1,WP_000140309.1,2150032,2151705,NZ_CP012004.1,Shared
2001,2011,gene-ACX60_RS10240_cmk,0.965647601754021,0.0343523982459794,1.1458313289253246,1.145955576113718,967.059550594296,572.07708981709,568.750613541937,572.003398119639,685.858872262284,581.548365791695,A1S_1571,cmk,(d)CMP kinase,WP_000218018.1,2151810,2152496,NZ_CP012004.1,Shared
2002,2012,gene-ACX60_RS10245_ACX60_RS10245,0.739640307030051,0.260359692969949,1.693364544734185,1.6973530245476922,255.633571126089,117.901192345816,88.8672833659277,130.505629668073,55.91973123553,85.9876961092779,A1S_1570,(),SRPBCC family protein,WP_001246675.1,2152504,2152947,NZ_CP012004.1,Shared
2003,2013,gene-ACX60_RS10250_tadA,0.946380911681333,0.0536190883186673,-1.13727256156215,-1.13805719923145,74.9658566352167,94.3209538766529,104.863394371795,99.9617588946942,87.5851212122759,124.455875947639,A1S_1569,tadA,tRNA adenosine(34) deaminase TadA,WP_000033177.1,2153017,2153520,NZ_CP012004.1,Shared
2004,2014,gene-ACX60_RS10255_ACX60_RS10255,,,-1.27355091339094,-1.27370393610288,804.383641695875,969.865460514278,1027.30579571012,1180.10409806236,1203.28481911634,1184.97079462873,A1S_1568,(),enoyl-CoA hydratase/isomerase family protein,WP_000982062.1,2153527,2154651,NZ_CP012004.1,Shared
2005,2015,gene-ACX60_RS10260_ung,0.872206652371416,0.127793347628584,-1.13635308961711,-1.136524469279,318.604890699671,430.595659002111,497.656786849195,423.449117540024,502.603849418137,491.03500146614,A1S_1567,ung,uracil-DNA glycosylase,WP_001177528.1,2154648,2155361,NZ_CP012004.1,Shared
2006,2016,gene-ACX60_RS10265_ACX60_RS10265,0.977315633502479,0.0226843664975215,1.0213128244889627,1.0213341540092087,321.60352496508,659.221449377041,618.516292226857,576.168471406918,446.684118182607,543.080185953334,A1S_1566,(),6-carboxytetrahydropterin synthase,WP_000908453.1,2155412,2156008,NZ_CP012004.1,Shared
2007,2017,gene-ACX60_RS10270_gspK,0.983998870382978,0.0160011296170216,-1.02989087104864,-1.02998681843288,131.939907677981,166.086897043671,190.175986403085,180.48650911542,161.695608391894,160.661221677861,A1S_1565,gspK,type II secretion system minor pseudopilin GspK,WP_000301478.1,2156238,2157197,NZ_CP012004.1,Shared
2008,2018,gene-ACX60_RS10275_gspJ,0.996371260605538,0.003628739394462,-1.03227457032623,-1.03250017911802,81.7127837323862,55.3622990145571,87.0899376986092,81.9131079831522,74.1104871796181,75.4278036046297,A1S_1564,gspJ,type II secretion system minor pseudopilin GspJ,WP_000594584.1,2157197,2157898,NZ_CP012004.1,Shared
2009,2019,gene-ACX60_RS10280_gspI,1.0,1.93852235591035e-17,-1.15908628015507,-1.16148877632876,28.4870255213823,37.9334271025669,37.3242590136896,43.0390906352156,39.7501703963406,37.7139018023149,A1S_1563,gspI,type II secretion system minor pseudopilin GspI,WP_000836915.1,2157898,2158278,NZ_CP012004.1,Shared
2010,2020,gene-ACX60_RS10285_ACX60_RS10285,0.966661467866701,0.033338532133299,1.1410261268915325,1.1424986450134784,38.9822454503127,73.8163986860762,58.6524070215123,51.3692372097734,45.1400240094037,53.5537405592871,A1S_1562,(),type II secretion system GspH family protein,WP_000841375.1,2158268,2158822,NZ_CP012004.1,Shared
2011,2021,gene-ACX60_RS10290_ACX60_RS10290,1.0,4.1688016772298094e-18,1.0552842319000242,1.0553894991976387,284.120596647471,298.341278022891,286.152652438287,247.127681711883,287.009704895612,288.888487805732,A1S_1561,(),TetR/AcrR family transcriptional regulator,WP_000375838.1,2158832,2159440,NZ_CP012004.1,Shared
2012,2022,gene-ACX60_RS10295_ACX60_RS10295,0.998975679716135,0.0010243202838653,1.0721086949002407,1.0722009978130758,452.793774076709,451.100214192688,408.789503483268,412.342255440614,382.00587482585,429.93848054639,A1S_1560,(),TatD family hydrolase,WP_000497298.1,2159478,2160251,NZ_CP012004.1,Shared
2013,2023,gene-ACX60_RS10300_ACX60_RS10300,0.584880712057957,0.415119287942043,-1.30239964560457,-1.30420078104645,69.7182466707515,97.3966371552394,95.9766660352019,123.563840855941,119.250511189022,100.318978794158,A1S_1559,(),PilZ domain-containing protein,WP_001183025.1,2160269,2160610,NZ_CP012004.1,Shared
2014,2024,gene-ACX60_RS10305_ACX60_RS10305,1.0,5.9717477567980495e-18,-1.02895908989609,-1.02907293078373,116.197077784586,145.582341853095,136.855616383529,134.670702955352,136.767535431477,138.787158632519,A1S_1558,(),DNA polymerase III subunit delta',WP_001075412.1,2160622,2161602,NZ_CP012004.1,Shared
2015,2025,gene-ACX60_RS10310_kdsB,0.294476543475723,0.705523456524277,1.1929220368791364,1.1932153908926766,434.801968484257,403.939737254361,391.016046810082,358.196302705988,299.810607226637,372.613349806871,A1S_1557,kdsB,3-deoxy-manno-octulosonate cytidylyltransferase,WP_000680696.1,2161614,2162375,NZ_CP012004.1,Shared
2016,2026,gene-ACX60_RS10315_lpxK,0.97917360891754,0.0208263910824603,1.062764468393604,1.0628981604230674,241.390058365398,302.442189061007,238.164319420686,247.127681711883,222.331461538854,266.260146724343,A1S_1556,lpxK,tetraacyldisaccharide 4'-kinase,WP_000050458.1,2162385,2163395,NZ_CP012004.1,Shared
2017,2027,gene-ACX60_RS10320_msbA,0.937829787230764,0.0621702127692356,1.1086758002703465,1.1087296487046343,1063.01584708737,1233.34899471319,1210.37239944394,1120.40471427803,972.868577157896,1069.56625511365,A1S_1555,msbA,lipid A export permease/ATP-binding protein MsbA,WP_001070732.1,2163398,2165125,NZ_CP012004.1,Shared
2018,2028,gene-ACX60_RS10325_ACX60_RS10325,0.945685940973344,0.0543140590266561,1.107766785726322,1.1082473728690074,173.920787393703,130.203925460162,85.3125920312906,105.515189944399,101.059755244934,144.821382920889,A1S_1554,(),biopolymer transporter ExbD,WP_000669684.1,2165122,2165550,NZ_CP012004.1,Shared
2019,2029,gene-ACX60_RS10330_ACX60_RS10330,1.0,2.24219378447356e-17,1.1108703581318389,1.1113300574827785,140.935810474207,140.45620305545,138.632962050847,134.670702955352,116.55558438249,126.718710055778,A1S_1553,(),MotA/TolQ/ExbB proton channel family protein,WP_000264037.1,2165566,2166201,NZ_CP012004.1,Shared
2020,2030,gene-ACX60_RS10335_ACX60_RS10335,0.405830245889718,0.594169754110282,-1.1416968754555,-1.14186437382887,430.304017086144,397.788370697188,497.656786849195,488.701932374061,497.887727506707,527.240347196362,A1S_1552,(),ParB/RepB/Spo0J family partition protein,WP_000023426.1,2166251,2167138,NZ_CP012004.1,Shared
2021,2031,gene-ACX60_RS10340_ACX60_RS10340,0.872122063859663,0.127877936140337,-1.09212000702056,-1.09222294600585,451.294456944005,435.721797799755,515.430243522381,465.099850412814,547.743873427541,518.943288799853,A1S_1551,(),AAA family ATPase,WP_000057212.1,2167135,2167917,NZ_CP012004.1,Shared
2022,2032,gene-ACX60_RS10345_rsmG,0.227161121038926,0.772838878961074,-1.39319244221758,-1.39402720016852,252.63493686068,222.474423817757,263.047158763146,255.457828286441,400.196630769938,373.367627842917,A1S_1550,rsmG,16S rRNA (guanine(527)-N(7))-methyltransferase RsmG,WP_000553193.1,2167939,2168571,NZ_CP012004.1,Shared
2023,2033,gene-ACX60_RS10350_ACX60_RS10350,0.874799980438888,0.125200019561112,-1.12204749256431,-1.12225858004897,257.132888258793,268.609672996555,380.351972806171,327.652431932609,342.255704429509,346.967896581297,A1S_1549,(),nucleotidyltransferase family protein,WP_000646456.1,2168659,2169348,NZ_CP012004.1,Shared
2024,2034,gene-ACX60_RS10355_ACX60_RS10355,1.0,3.88849193166015e-18,-1.00902988198802,-1.00904068076356,426.555724254383,411.116331571063,472.773947506736,415.118970965466,456.116362005468,451.058265555686,A1S_1548,(),phosphotransferase,WP_001096106.1,2169348,2170361,NZ_CP012004.1,Shared
2025,2035,gene-ACX60_RS10360_ACX60_RS10360,0.568944475239696,0.431055524760304,1.2997723935185022,1.2998295811329243,4173.34923888251,3006.99301869807,3497.81627328292,3182.1159914811,2432.17144289474,2600.75066828763,A1S_1547,(),LPS-assembly protein LptD,WP_049594837.1,2170482,2172920,NZ_CP012004.1,Shared
2026,2036,gene-ACX60_RS10365_ACX60_RS10365,0.979045715694275,0.0209542843057246,1.1571644087337114,1.157195710261641,2614.05942087001,2988.53891902656,3503.14831028487,3647.21584189391,1950.45327622722,2271.1311665354,A1S_1545,(),peptidylprolyl isomerase,WP_000850091.1,2172920,2174230,NZ_CP012004.1,Shared
2027,2037,gene-ACX60_RS10370_fba,0.974434698383385,0.0255653016166149,-1.13843238910103,-1.13844195687927,6590.2484568019,6890.5557717933,9194.20913703888,9411.67727148795,7577.46044826513,8825.05302174168,A1S_1544,fba,fructose-bisphosphate aldolase class II,WP_001174011.1,2174349,2175386,NZ_CP012004.1,Shared
